2021-09-28 11:03:58,907 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:19:31,419 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:19:31,483 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-12 17:19:31,507 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-12 17:19:31,507 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:19:31,508 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-39141-1634059171184-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:19:31,509 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:19:31,768 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-12 17:19:32,017 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:19:32,017 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:19:32,049 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-12 17:19:32,164 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-12 17:19:32,219 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-12 17:27:18,463 | WARN  | Transport Connection to: tcp://172.18.0.6:44846 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44846@61616
2021-10-12 17:27:18,464 | WARN  | Transport Connection to: tcp://172.18.0.6:44850 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44850@61616
2021-10-12 17:27:18,464 | WARN  | Transport Connection to: tcp://172.18.0.6:44848 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44848@61616
2021-10-12 17:27:18,468 | WARN  | Transport Connection to: tcp://172.18.0.6:44860 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44860@61616
2021-10-12 17:27:18,467 | WARN  | Transport Connection to: tcp://172.18.0.6:44856 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44856@61616
2021-10-12 17:27:18,466 | WARN  | Transport Connection to: tcp://172.18.0.6:44854 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44854@61616
2021-10-12 17:27:18,465 | WARN  | Transport Connection to: tcp://172.18.0.6:44852 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44852@61616
2021-10-12 17:27:18,469 | WARN  | Transport Connection to: tcp://172.18.0.6:44862 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44862@61616
2021-10-12 17:27:18,479 | WARN  | Transport Connection to: tcp://172.18.0.6:44864 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:44864@61616
2021-10-12 17:27:30,488 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Oct 12 17:27:30 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-12 17:27:31,149 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:27:31,246 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-12 17:27:31,277 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-12 17:27:31,426 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42651-1634059651284-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:27:31,490 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:27:31,491 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:27:31,494 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:27:31,495 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:27:31,498 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:27:31,499 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:27:31,501 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:27:31,502 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:27:31,565 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-12 17:27:31,590 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-12 17:27:31,590 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:27:31,591 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42651-1634059651284-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:27:31,592 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:27:31,842 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-12 17:27:32,106 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:27:32,106 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:27:32,136 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-12 17:27:32,232 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-12 17:27:32,290 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-12 17:31:35,627 | WARN  | Transport Connection to: tcp://172.18.0.5:55860 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55860@61616
2021-10-12 17:31:35,629 | WARN  | Transport Connection to: tcp://172.18.0.5:55864 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55864@61616
2021-10-12 17:31:35,628 | WARN  | Transport Connection to: tcp://172.18.0.5:55862 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55862@61616
2021-10-12 17:31:35,631 | WARN  | Transport Connection to: tcp://172.18.0.5:55872 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55872@61616
2021-10-12 17:31:35,630 | WARN  | Transport Connection to: tcp://172.18.0.5:55870 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55870@61616
2021-10-12 17:31:35,630 | WARN  | Transport Connection to: tcp://172.18.0.5:55868 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55868@61616
2021-10-12 17:31:35,629 | WARN  | Transport Connection to: tcp://172.18.0.5:55866 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55866@61616
2021-10-12 17:31:35,636 | WARN  | Transport Connection to: tcp://172.18.0.5:55878 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55878@61616
2021-10-12 17:31:35,634 | WARN  | Transport Connection to: tcp://172.18.0.5:55874 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:55874@61616
2021-10-12 17:31:47,343 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Oct 12 17:31:47 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-12 17:31:47,986 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:31:48,080 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-12 17:31:48,110 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-12 17:31:48,292 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-33223-1634059908117-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:31:48,350 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:31:48,351 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:31:48,353 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:31:48,354 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:31:48,356 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:31:48,357 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:31:48,359 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:31:48,360 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:31:48,422 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-12 17:31:48,445 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-12 17:31:48,445 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:31:48,446 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-33223-1634059908117-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:31:48,447 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:31:48,708 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-12 17:31:48,964 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:31:48,964 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:31:48,994 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-12 17:31:49,096 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-12 17:31:49,150 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-12 17:36:23,998 | WARN  | Transport Connection to: tcp://172.18.0.6:60792 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60792@61616
2021-10-12 17:36:23,999 | WARN  | Transport Connection to: tcp://172.18.0.6:60800 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60800@61616
2021-10-12 17:36:24,000 | WARN  | Transport Connection to: tcp://172.18.0.6:60806 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60806@61616
2021-10-12 17:36:23,999 | WARN  | Transport Connection to: tcp://172.18.0.6:60794 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60794@61616
2021-10-12 17:36:24,002 | WARN  | Transport Connection to: tcp://172.18.0.6:60812 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60812@61616
2021-10-12 17:36:24,001 | WARN  | Transport Connection to: tcp://172.18.0.6:60810 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60810@61616
2021-10-12 17:36:24,001 | WARN  | Transport Connection to: tcp://172.18.0.6:60808 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60808@61616
2021-10-12 17:36:23,999 | WARN  | Transport Connection to: tcp://172.18.0.6:60804 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60804@61616
2021-10-12 17:36:24,004 | WARN  | Transport Connection to: tcp://172.18.0.6:60814 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60814@61616
2021-10-12 17:36:36,234 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Oct 12 17:36:36 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-12 17:36:36,892 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:36:37,000 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-12 17:36:37,072 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-12 17:36:37,256 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-36803-1634060197079-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:36:37,318 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:36:37,319 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:36:37,321 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:36:37,322 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:36:37,324 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:36:37,325 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:36:37,328 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-12 17:36:37,329 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:36:37,390 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-12 17:36:37,413 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-12 17:36:37,413 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-12 17:36:37,414 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-36803-1634060197079-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:36:37,415 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-12 17:36:37,678 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-12 17:36:37,935 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:36:37,935 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-12 17:36:37,964 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-12 17:36:38,073 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-12 17:36:38,129 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-12 18:03:54,797 | WARN  | Transport Connection to: tcp://172.18.0.6:52136 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52136@61616
2021-10-12 18:03:54,798 | WARN  | Transport Connection to: tcp://172.18.0.6:52138 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52138@61616
2021-10-12 18:03:54,799 | WARN  | Transport Connection to: tcp://172.18.0.6:52144 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52144@61616
2021-10-12 18:03:54,799 | WARN  | Transport Connection to: tcp://172.18.0.6:52142 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52142@61616
2021-10-12 18:03:54,799 | WARN  | Transport Connection to: tcp://172.18.0.6:52140 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52140@61616
2021-10-12 18:03:54,802 | WARN  | Transport Connection to: tcp://172.18.0.6:52152 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52152@61616
2021-10-12 18:03:54,801 | WARN  | Transport Connection to: tcp://172.18.0.6:52150 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52150@61616
2021-10-12 18:03:54,800 | WARN  | Transport Connection to: tcp://172.18.0.6:52148 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52148@61616
2021-10-12 18:03:54,800 | WARN  | Transport Connection to: tcp://172.18.0.6:52146 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:52146@61616
2021-10-13 16:34:18,908 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Wed Oct 13 16:34:18 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-13 16:34:19,627 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-13 16:34:19,721 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-13 16:34:19,749 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-13 16:34:19,955 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-41895-1634142859755-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-13 16:34:20,020 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-13 16:34:20,021 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-13 16:34:20,024 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-13 16:34:20,025 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-13 16:34:20,029 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-13 16:34:20,030 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-13 16:34:20,032 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-13 16:34:20,033 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-13 16:34:20,101 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-13 16:34:20,130 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-13 16:34:20,130 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-13 16:34:20,131 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-41895-1634142859755-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-13 16:34:20,132 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-13 16:34:20,380 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-13 16:34:20,646 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-13 16:34:20,647 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-13 16:34:20,678 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-13 16:34:20,786 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-13 16:34:20,834 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-13 16:44:21,110 | WARN  | Transport Connection to: tcp://172.18.0.6:60648 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60648@61616
2021-10-13 16:44:21,111 | WARN  | Transport Connection to: tcp://172.18.0.6:60650 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60650@61616
2021-10-13 16:44:21,111 | WARN  | Transport Connection to: tcp://172.18.0.6:60652 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60652@61616
2021-10-13 16:44:21,113 | WARN  | Transport Connection to: tcp://172.18.0.6:60656 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60656@61616
2021-10-13 16:44:21,112 | WARN  | Transport Connection to: tcp://172.18.0.6:60654 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60654@61616
2021-10-13 16:44:21,115 | WARN  | Transport Connection to: tcp://172.18.0.6:60660 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60660@61616
2021-10-13 16:44:21,115 | WARN  | Transport Connection to: tcp://172.18.0.6:60658 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60658@61616
2021-10-13 16:44:21,116 | WARN  | Transport Connection to: tcp://172.18.0.6:60662 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60662@61616
2021-10-13 16:44:21,120 | WARN  | Transport Connection to: tcp://172.18.0.6:60664 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.6:60664@61616
2021-10-14 15:21:11,288 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Thu Oct 14 15:21:11 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-14 15:21:11,923 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-14 15:21:12,024 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-14 15:21:12,060 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-14 15:21:12,233 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-39577-1634224872067-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-14 15:21:12,293 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-14 15:21:12,294 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-14 15:21:12,297 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-14 15:21:12,299 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-14 15:21:12,302 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-14 15:21:12,303 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-14 15:21:12,306 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-14 15:21:12,307 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-14 15:21:12,380 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
